video_id;comment_id;comment;comment_likes
eWRfhZUzrAc;16;"This also works for check_win()<br><br>def check_win(player, computer):<br>    print(f&quot;You chose {player} , computer chose {computer}&quot;)<br><br>    if(player == computer):<br>        return &quot;Its a tie!&quot;<br><br>    elif(player == &quot;rock&quot; and computer == &quot;scissors&quot;):<br>        return &quot;You won&quot;<br><br>    elif (player == &quot;paper&quot; and computer == &quot;rock&quot;):<br>        return &quot;You won&quot;<br><br>    elif (player == &quot;scissors&quot; and computer == &quot;paper&quot;) :<br>        return &quot;You won&quot;<br><br>    else:<br>        return f&quot;You lost {computer} beats {player}!&quot;";0
eWRfhZUzrAc;17;I was totally lost when it came to the blackjack game. Too heavy on classes and OOP principles which we barely touched on in the concepts prior.;0
eWRfhZUzrAc;18;The jokes are super funny tbh;0
eWRfhZUzrAc;19;Unfortunately, Replit has since changed its format comprehensively, and consequently, this tutorial is now incoherent.;2
eWRfhZUzrAc;20;hello sir can you explain the purpose of closure function which is shown before the object topic ,and any example you can share in real life problems?;0
eWRfhZUzrAc;21;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=412"">6:52</a>";0
eWRfhZUzrAc;22;"Thank you very much, this is my future. And my passion, and you&#39;re the first one to learn me about what I&#39;m going to do, and be in future, thank you very much ????We love you all.";2
eWRfhZUzrAc;23;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=3326"">55:26</a>";0
eWRfhZUzrAc;24;i didmt know i was so dumb i watched first 15 mins 10 times but understood nothing;0
eWRfhZUzrAc;25;Is replit free??;0
eWRfhZUzrAc;26;a beginner wont be able to catch up at all.;0
eWRfhZUzrAc;27;while using shuffle all cards shown together;0
eWRfhZUzrAc;28;can you make a video about java scripts;0
eWRfhZUzrAc;29;"Are you serious:  <a href=""https://www.youtube.com/watch?v=F1biLu6HJF0"">https://youtu.be/F1biLu6HJF0?si=SLPDEafKIXg_GsXY</a>";0
eWRfhZUzrAc;30;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=1217"">20:17</a>";0
eWRfhZUzrAc;31;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=819"">13:39</a>";0
eWRfhZUzrAc;32;"Whether I&#39;m slow this I not know.<br>Watching more tutorials currently &amp; I am very happy I started with this one. After watching 4 times. I was able to complete both projects with the exception of a single error.<br>If you follow through and actually do the projects, think, and not just watch its a great, lack of hand holding entry to actually learn, not just be told. Other you tube channels have some great videos but are far more catered to a mainstream mindset as opposed to upfront problem solving ones. Ex. of comparison: like an old school video game puzzle vibe vs the new hand holding  type games, if this makes sense. Lol";0
eWRfhZUzrAc;33;This is a great video! Keep up the good work!;0
eWRfhZUzrAc;34;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=2056"">34:16</a>";0
eWRfhZUzrAc;35;"Today, I am 21 years old. This is one step forward to what will be my future job when I&#39;m older. I&#39;m so happy to choose Python as my first language!";0
eWRfhZUzrAc;36;"Today, I am 21 years old. This is one step forward to what will be my future job when I&#39;m older. I&#39;m so happy to choose Python as my first language!";1
eWRfhZUzrAc;37;"This video isn&#39;t for you if you want to learn python as your first programming language. If you&#39;re not new to coding this one is very great ??";0
eWRfhZUzrAc;38;"1/4/2025: <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=7309"">2:01:49</a>";0
eWRfhZUzrAc;39;"i&#39;m taking this course as a refrshers and want to eventually move to Data Structure and Algorithms in python. The following is a track of progession:<br>Day 1: <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=3263"">54:23</a><br>Day2: <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=5400"">1:30:00</a><br>Day 3: <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=6600"">1:50:00</a>";1
eWRfhZUzrAc;40;Please teach me very well;0
eWRfhZUzrAc;41;Super ??;1
eWRfhZUzrAc;42;Replit sadly became a pay version. We even used it in the university to study. And no I am not giving the 180 dollars a year when windows have the studio for free. <br>It is sad that we lost it.;1
eWRfhZUzrAc;43;"This was a great tutorial. Luckily Python is pretty simplistic and easy to pickup if you&#39;ve programming in other languages before; thanks to you I feel ready to code something great in Python.";0
eWRfhZUzrAc;44;"Interesting that I&#39;m working along the video and it&#39;s populating the the comupter_choice = &quot;paper&quot; already.";0
eWRfhZUzrAc;45;"I made Sheldon Cooper&#39;s &quot;Rock, Paper, Scissors, Lizard, Spock&quot; :D<br>import random<br><br>def get_choices():<br>    player_choice = input(&quot;Enter a choice (rock, paper, scissors, lizard, spock:)&quot;)<br>    options = [&quot;rock&quot;,&quot;paper&quot;,&quot;scissors&quot;, &quot;lizard&quot;, &quot;spock&quot;]<br>    computer_choice = random.choice(options)<br>    choices = {&quot;player&quot;: player_choice,&quot;computer&quot;: computer_choice}<br><br>    return choices<br>def check_win(player, computer):<br>    print(f&quot;you choice was {player} and computer&#39;s choice is {computer}&quot;) <br>    if player == computer:<br>        return  &quot;it&#39;s a tie!&quot; + &quot;try again!&quot;<br>    elif (player == &quot;rock&quot; and (computer == &quot;scissors&quot; or computer == &quot;lizard&quot;)):<br>        return &quot;Rock crushes Scissors or Lizard. You won!&quot;<br>    elif (player == &quot;paper&quot; and (computer == &quot;rock&quot; or computer == &quot;spock&quot;)):<br>        return &quot;Paper covers Rock or disproves Spock. You won!&quot;<br>    elif (player == &quot;scissors&quot; and (computer == &quot;paper&quot; or computer == &quot;lizard&quot;)):<br>        return &quot;Scissors cuts Paper or decapitates Lizard. You won!&quot;<br>    elif (player == &quot;lizard&quot; and (computer == &quot;paper&quot; or computer == &quot;spock&quot;)):<br>        return &quot;Lizard eats Paper or poisons Spock. You won!&quot;<br>    elif (player == &quot;spock&quot; and (computer == &quot;rock&quot; or computer == &quot;scissors&quot;)):<br>        return &quot;Spock vaporizes Rock or smashes Scissors. You won!&quot;<br>    else:<br>        return f&quot;{computer.capitalize()} beats {player}. You lost!&quot;<br>choices = get_choices()<br>result = check_win(choices[&quot;player&quot;], choices[&quot;computer&quot;])<br>print(result)";0
eWRfhZUzrAc;46;This is an awesome video! Thanks for sharing.;0
eWRfhZUzrAc;47;Try to explain more precisely and in detail, it just feels like you are making a one shot video on python. Just like we already knew and revise them.;1
eWRfhZUzrAc;48;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=2007"">33:27</a> why you make me delete all that??";0
eWRfhZUzrAc;49;"Rock paper scissors? Let&#39;s make it rock paper scissors lizard spock";0
eWRfhZUzrAc;50;Hello, I got a lot of Python IQ from this video! I have a little tip for you. Maybe you can use a script?;0
eWRfhZUzrAc;51;One of the best lecture, i recieved!;0
eWRfhZUzrAc;52;I’m excited and fully prepared to embark on my Python learning journey! I’m hopeful that I’ll find the process enjoyable and that I’ll quickly adapt to mastering the language. My ultimate goal is to dive into the world of manufacturing development, specifically in IoT, and I can’t wait to get started. Wishing myself the best of luck on this new path!;0
eWRfhZUzrAc;53;Thank you for a wonderful time, but its really not that easy to follow up especially having to code along with you on the black jack game.;0
eWRfhZUzrAc;54;15 y/o learning coding so i can develop a skill, might be useful later;2
eWRfhZUzrAc;55;can I write programs on vs code;0
eWRfhZUzrAc;56;Does FCC provide a certificate of completion?;0
eWRfhZUzrAc;57;Is project making  included in this video?;0
eWRfhZUzrAc;58;Hy dear !<br>can I start the python code in vs code.;0
eWRfhZUzrAc;59;"I&#39;m grateful that someone will teach others to code for free. Thank you for your efforts! But the amount of ads in this video is insane.";2
eWRfhZUzrAc;60;"def counter(): # ???? ??? ?????? ?? ????????<br>    count= 0<br>    def increment():<br>        nonlocal count<br>        count = count + 1<br>        print(count)#1 2 3<br>    return increment<br>increment = counter()<br><br>print(increment())<a href=""http://www.youtube.com/results?search_query=%23none"">#None</a><br>print(increment())<a href=""http://www.youtube.com/results?search_query=%23none"">#None</a><br>print(increment())<a href=""http://www.youtube.com/results?search_query=%23none"">#None</a>";0
eWRfhZUzrAc;61;Why do you jump from variables to functions to dictionaries?<br>What happened to data types? Arrays?<br>Instant disconnect.;0
eWRfhZUzrAc;62;This was a fantastic journey. I managed to complete full course. Ready to begin next adventure;0
eWRfhZUzrAc;63;Very good man it feels class!;1
eWRfhZUzrAc;64;Hey I am trying to follow along but I get confused at times should I just power through or watch a bunch of times until I get it?;0
eWRfhZUzrAc;65;Too Much Advertise in this video.irritating;0
eWRfhZUzrAc;66;I’m watching 11 year olds come in here to learn and here I am. A 18 year old. I can’t believe im THIS late to programming. It’s shameful. However, here I am.;0
eWRfhZUzrAc;67;23 years old to late to start?;0
eWRfhZUzrAc;68;"I&#39;m nearly 60 and have no idea how to play Rock, Paper, Scissors (or Blackjack) which I presume is needed to know what he is trying to do. I am not American.";0
eWRfhZUzrAc;69;Thanks for the awseome course on Python. I just want to let the viewers know if they are totally new to Python, they can avoid the blackjack game part since it is fast-paced. I understood every bits of the code since I have worked with Python in the past.;0
eWRfhZUzrAc;70;"So, as a complete beginner, the first +/- 40 minutes of this video were excellent!  Small lectures/definitions, and then a &quot;you try it&quot; exercise.  This is a great way to learn!  After that, I have spent the last <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=80"">1:20</a> trying to not fall asleep.  I did not learn ANYTHING from that.  At this point, I am not watching the rest of the video, no matter how good the explanations are.  Just sitting there saying, &quot;you can do it this way, and if you change this to this, it will do the same thing.  Now we can do this, and it will return that...&quot; doesn&#39;t allow the viewer, (me), any chance to actually put any of it to use and retain anything.  In order to learn something, you have to be able to do it.  I now move on to look for other YT videos on learning Python, having only touched on a microcosm of it in the first 40 minutes, and was completely put to sleep for the next hour and a half.";2
eWRfhZUzrAc;71;Da2;0
eWRfhZUzrAc;72;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=13870"">3:51:10</a>";0
eWRfhZUzrAc;73;Chat gpt is suggesting u<br>Any ways, thank u very much;0
eWRfhZUzrAc;74;"Day 1 <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=2937"">48:57</a>";0
eWRfhZUzrAc;75;Gonzalez Melissa Anderson Mark Jones Jessica;0
eWRfhZUzrAc;76;"Thank you for explaining (f&quot; &quot;)";0
eWRfhZUzrAc;77;Great;0
eWRfhZUzrAc;78;I needed to revisit python, after leaving it for 1.5 years, and yes this video is best for that, also good in fact for people like me, because actually its not that beginner friendly, or maybe that hit my mind because i was traversing it at 2X<br>But to be true its a good one to revisit or get things started without wasting time;0
eWRfhZUzrAc;79;"if this course is for beginners,  then it&#39;s a nonsense. You can do better, watch how your fellow do,";0
eWRfhZUzrAc;80;I find your tutorial video very helpful, but it should not work well without reading extramaterials.;0
eWRfhZUzrAc;81;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=1864"">31:04</a>";0
eWRfhZUzrAc;82;Gonzalez Maria Davis Timothy Rodriguez Anthony;0
eWRfhZUzrAc;83;Martinez Kenneth Rodriguez Jessica Lewis Melissa;0
eWRfhZUzrAc;84;Taylor Amy Harris Helen Walker Helen;0
eWRfhZUzrAc;85;Lopez Eric Harris Sharon Harris Melissa;0
eWRfhZUzrAc;86;Wow, what a fun tutorial this was. The feeling of completing the game and have it work is truly fulfilling. I am new to Python and i have learnt a lot. <br>I think i need more OOP practice projects to get used to the structuring of Code. Would love more of your tutorials. Wonderful work ????;0
eWRfhZUzrAc;87;keep ot up you guys;1
eWRfhZUzrAc;88;"self reminder- <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=13528"">3:45:28</a>";0
eWRfhZUzrAc;89;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=608"">10:08</a>";0
eWRfhZUzrAc;90;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=608"">10:08</a>";0
eWRfhZUzrAc;91;You are very fast paste, hence making it more difficult to understand what you are doing;1
eWRfhZUzrAc;92;Hello my friends, I am 11 years old and I am now following my big dream since childhood to learn computers. I noticed how much I love learning programming, so I will start learning it. Computers are the specialty of my dreams, and I am proud of what I do now. I am happy that the Python language is the first programming language I learn in my life. I hope you will support me.  You guys give me positive comments ??;8
eWRfhZUzrAc;93;But there is no context for any of the syntax you just jump in to using. Surely explain the basis of python first ?;2
eWRfhZUzrAc;94;": = colon<br>; = semicolon <br>Great content";0
eWRfhZUzrAc;95;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=1150"">19:10</a>";0
eWRfhZUzrAc;96;Hell yeah bro, thank you.;0
eWRfhZUzrAc;97;"Python is a versatile language used in various fields like web development, data analysis, and machine learning.<br>- Python is popular for shell scripting, task automation, and web development while also being preferred for data analysis and machine learning.<br>- It can also be used for creating games, working with embedded devices, and offers a wide range of applications.<br><br>Setting up Python environment in Replit<br>- Replit allows creating and selecting various programming languages, but we focus on Python for this tutorial.<br>- Features of Replit include code editor, output display, file management, version control, debugger, and console for Python programming.<br><br>Creating and indenting a function in Python<br>- The function is defined using &#39;def&#39; keyword and indented code within the function.<br>- Squiggly lines may indicate variables assigned but not used, which is not a program-stopping error.<br><br>Using blank lines and consistent indentation in Python code.<br>- Adding blank lines between code sections for better organization.<br>- Explaining the significance of indentation in Python code.<br><br>Dictionaries in Python are used to store data values in key-value pairs.<br>- A dictionary in Python is represented by curly braces and contains key-value pairs separated by commas.<br>- The key or value in a dictionary can be a variable, and it can be accessed using the variable name.<br><br>Using the input function to get user&#39;s choice<br>- Explaining how to use the input function to get player&#39;s choice as rock, paper, or scissors<br>- Cleaning up the unnecessary code in the program<br><br>Implementing random choice in Python for computer selection<br>- Define a list of possible options: rock, paper, scissors<br>- Generate a random choice from the options list for the computer&#39;s selection<br><br>Creating and using arguments in Python functions.<br>- Functions can receive data called arguments.<br>- Arguments specified inside parentheses when creating a function.<br><br>Explaining the return statement in Python functions<br>- Return statement only returns if condition is true, otherwise returns nothing.<br>- Can concatenate strings to display player and computer choices in a program.<br><br>F string is a simpler way to combine strings and variables<br>- F strings allow making strings with variables and other Python code by putting an &#39;f&#39; at the beginning of a string.<br>- Using curly braces within the F string allows inserting variables or any kind of Python code within the string.<br><br>Understanding elif statements in Python<br>- elif statements allow checking multiple conditions in Python<br>- Each elif statement is evaluated only if the previous conditions are false<br><br>Refactoring is the process of restructuring code while maintaining functionality.<br>- Refactoring is common to simplify or make code more understandable.<br>- Using a nested if statement can improve code readability and organization.<br><br>Summarizes the game rules and function completion.<br>- Explains the game rules with examples of paper, rock, scissors.<br>- Describes the function completion for checking wins and getting choices.<br><br>Accessing specific elements within a dictionary<br>- Using brackets to specify the key to get the value of a player&#39;s choice from the dictionary<br>- Similarly, accessing the computer&#39;s choice by changing the key to &#39;computer&#39;<br><br>Created a Python game to understand programming basics<br>- Explained basic concepts of Python<br>- Upcoming sections will cover common and additional Python features, as well as a more complex game - blackjack<br><br>Introduction to Python basics and running Python code in different environments<br>- Python can be run in an interactive prompt for quick coding<br>- Alternatively, Python can also be run in Visual Studio Code with the necessary Python extension installed<br><br>Variables in Python<br>- Variables are created by assigning a value to a label using the equal sign<br>- Variable names can include characters, numbers, and underscores but cannot start with a number or be a Python keyword<br><br>Python keywords have specific meanings and cannot be used as variable names.<br>- Examples of keywords in Python include &#39;for&#39;, &#39;if&#39;, &#39;while&#39;, and &#39;import&#39;.<br>- The Python editor alerts you if you use a keyword as a variable and turns the keyword blue to indicate its status.<br><br>Python has different data types like string, int, float<br>- Strings are denoted by quotation marks and can be checked with &#39;type&#39; and &#39;equals&#39; operators.<br>- Integers are represented using &#39;int&#39; class and floating point numbers using &#39;float&#39; class.<br><br>Python automatically detects variable type from value<br>- Python can also create a variable of a specific type using the class constructor<br>- Conversion from one data type to another is possible using the class constructor<br><br>Arithmetic operators in Python and their functionalities<br>- Arithmetic operators include plus, minus, multiplication, division, remainder, exponents.<br>- Operators can also be used for floor division, making a number negative, concatenating strings, and combined with the assignment operator.<br><br>Explanation of Arithmetic and Comparison Operators<br>- Arithmetic operators perform basic mathematical operations on variables like addition and multiplication<br>- Comparison operators compare variables to check for equality, inequality, greater than, less than, etc.<br><br>Explanation of bitwise, is, in, and ternary operators<br>- Bitwise operators are rarely used and are important to know for specific situations.<br>- The &#39;is&#39; operator compares two objects and returns true if they are the same. It will be discussed further in the section on objects.<br>- The &#39;in&#39; operator is used to check if a value is in a list or another sequence. More on this will be discussed in the section on lists and sequences.<br>- Ternary operator allows quick definition of conditional statements in Python.<br><br>Strings in Python are series of characters enclosed in either double or single quotes<br>- You can assign a string to a variable<br>- Strings can be concatenated using the plus operator or the plus equal operator to append<br><br>Common string operations in Python<br>- Operations include checking for characters or digits, changing case, checking start/end substrings, replacing parts, splitting, stripping whitespace, appending letters, finding positions of substrings.<br>- These operations return a new modified string without altering the original string. Global functions like len() and in operator can also be used.<br><br>Using in operator to check for substrings and escaping special characters in strings<br>- Use &#39;in&#39; operator to check if a substring is present in a string<br>- Escape special characters in strings by using backslash before the character<br><br>Python allows counting from the end using negative indexing and slicing.<br>- Negative indexing starts from -1, and slicing can be used to extract specific parts of a string.<br>- Boolean in Python has two values - true or false, with a capital T or F.";0
eWRfhZUzrAc;98;"Mine didn&#39;t like not putting &quot;_choice&quot; after most of the player, computer<br>import random <br><br>def get_choices():<br>    player_choice = input(&quot;Enter a choice (rock, paper, scissors): &quot;)<br>    options = [&quot;rock&quot;, &quot;paper&quot;, &quot;scissors&quot;]<br>    computer_choice = random.choice(options)<br>    choices = {&quot;player&quot;: player_choice, &quot;computer&quot;: computer_choice}<br>    return choices<br><br>def check_win(player_choice, computer_choice):<br>    print(f&quot;You chose {player_choice}, computer chose {computer_choice}&quot;)<br>    if player_choice == computer_choice:<br>        return &quot;It&#39;s A Tie!&quot;<br>    elif player_choice == &quot;rock&quot;:<br>        if computer_choice == &quot;scissors&quot;:<br>            return &quot;Rock smashes scissors! You win!&quot;<br>        else: <br>            return &quot;Paper covers rock! You lose!&quot;<br>    elif player_choice == &quot;paper&quot;:<br>        if computer_choice == &quot;rock&quot;:<br>            return &quot;Paper covers rock! You win!&quot;<br>        else: <br>            return &quot;Scissors cut paper! You lose!&quot;<br><br>    elif player_choice == &quot;scissors&quot;:<br>        if computer_choice == &quot;paper&quot;:<br>            return &quot;Scissors cure paper! You win!&quot;<br>        else: <br>            return &quot;Rock smashes scissors! You lose!&quot;<br><br>choices = get_choices()<br>result = check_win(choices[&quot;player&quot;], choices[&quot;computer&quot;])<br>print(result)";1
eWRfhZUzrAc;99;Followed exactly as told, and by the time my RPS game was complete and I tested it, I ran it 17 times without a loss, which is slightly more than a tenth of a percent chance of happening. Thought I messed up, but was actually just incredibly lucky lol;0
eWRfhZUzrAc;100;"Comments like &#39;Annotations are ignored by python; mypy is tool that will do type checking&#39; are invaluable to a newbie like me.  Thank you so much.   Thank you also for the great lambda examples.   NOTE: A few  of your lambda expressions do not work in replit&#39;s 3.10.4 python.  They do work fine with 3.12 called by VS 2022.";0
eWRfhZUzrAc;101;nice copy paste tutorial broski;0
eWRfhZUzrAc;102;"The first 12 minutes and you&#39;re already talking about dictionaries?  You must be trying to weed out the serious from non, right off the bat . That&#39;s what I wanted- no filler and web combing for answers like in the Udemy courses in python. The best things in life are free.";1
eWRfhZUzrAc;103;map - filter - reduce;0
eWRfhZUzrAc;104;I love coding?????????????????????????????????????????;0
eWRfhZUzrAc;105;mine printed rock, does that matter?;0
eWRfhZUzrAc;106;coding;0
eWRfhZUzrAc;107;I did some C up to structures and some embedded C , did some C++.... let me try some Python ....;0
eWRfhZUzrAc;108;"start from <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=3480"">58:00</a>";0
eWRfhZUzrAc;109;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=5136"">1:25:36</a> I entered the code exactly as Beau had it and didn&#39;t get anything when I tried running it. Why would that be?<br><br>book_1_read = True<br>book_2_read = False<br><br>read_any_book = any([book_1_read, book_2_read])";0
eWRfhZUzrAc;110;Loving this;0
eWRfhZUzrAc;111;why replit looks different from the one you have ?;0
eWRfhZUzrAc;112;The blackjack is very complicated I wish someone could explain it a bit;0
eWRfhZUzrAc;113;This was awesome!;0
eWRfhZUzrAc;114;"Hey, thanks for this. I&#39;m 15 years old (nearly 16) and I&#39;m still on programming. Maybe there should be any python lessons online?";0
eWRfhZUzrAc;115;"Hello, thanks for this.  I&#39;m 37 years old and have an  mathematics bachlor first degree. teaches mathematics for 12 years.  Anyway I recently got anather bachlor degreee  land adminstration  and landed on computer scinces  .";0
eWRfhZUzrAc;116;thx only problem is that replit already proposes the exact lines u are writing making it hard for me to learn;0
eWRfhZUzrAc;117;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=8317"">2:18:37</a> Quick question, about Scopes...<br>Can you use a variable declared inside a block, in another block with the same indentation?";0
eWRfhZUzrAc;118;"He really thought he was slick and we wouldn&#39;t notice at <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=5327"">1:28:47</a> smh (absolutely made me laugh out loud)";1
eWRfhZUzrAc;119;how does the implementation of AI change the need from complete coding to programming?;1
eWRfhZUzrAc;120;??who are watching this in 2 ??24;3
eWRfhZUzrAc;121;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=1799"">29:59</a>";0
eWRfhZUzrAc;122;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=2"">0:02</a> Who is he at left corner? ????";1
eWRfhZUzrAc;123;"i can&#39;t believe i just finished 43 minutes on the rock and paper... !!!";0
eWRfhZUzrAc;124;"At <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=8842"">2:27:22</a> you mentioned that while loop repeat their blocks until the condition is evaluated as false. I think there was a slip of tongue and you want to say that &quot;While loop repeat their blocks until the condition is evaluated as True &quot;";0
eWRfhZUzrAc;125;1.12.46;0
eWRfhZUzrAc;126;"Print(&quot;Hello World&quot;)....";0
eWRfhZUzrAc;127;Thankyou universe.....;0
eWRfhZUzrAc;128;Great language for AI....;0
eWRfhZUzrAc;129;Its taking me years to learn python because i give up and cant remmeber anything ???? i know i should give up but then thats another failiure added to my long list. Any idea what i can do to help rememver stuff so im not restarting again and again;0
eWRfhZUzrAc;130;"After you say to remove and modify almost everything, I no longer want to continue. What was the point on writing it from the beginning? Cant you teach a normal project from a beginning and not a bootleg with mods? I could go with it for now, but will there be more &quot;well lets delete all of it and start all over&quot; ? There is 1 hour of video left.";0
eWRfhZUzrAc;131;"Not bad. Did not like that you type 2 lanes of code in one second and modify or remove code in a split second. Ppl cant keep up while typing their own code. The second part is not cool to write a code and then remove it because its useless or we don&#39;t need that anymore because whatever reason. You mix ppl understanding of process by doing something useless, or practising unrelated thing in a middle of game code. If u up to teach something, give ppl a reason to do it. I know its for practice, bud you can make a practice lesson different from &quot;lets write a game&quot;.";0
eWRfhZUzrAc;132;Excellent!;0
eWRfhZUzrAc;133;"First time i&#39;m learning Python. Also i don&#39;t know ABCD of Python. Is this ok to start how to learn Python for me. As i am jobless";0
eWRfhZUzrAc;134;I doubt I’ll get an answer since video is somewhat old, but how do you make it for the value in the list in the rock paper scissors example to be always capitalized? <br><br>Like for example, If I type “rock” the rock in  “You chose rock. Computer chose paper.” will be lower. But if I type Rock, it’ll be show as “Rock” with capital R. How do I make it so no matter how it’s put in from the user, it will come back as “You chose Rock.” <br><br>Sorry if doesn’t make sense or hard to understand, but would love help. Thank you! :D;1
eWRfhZUzrAc;135;like the java course with visualisation in data structures and algorithm a complete tutorial make one video for python;0
eWRfhZUzrAc;136;"Big DISLIKE ! I find this video very disorganized and uneasy to follow. Not suitable for a beginner or even a person who has learned some basic stuff and is looking for some beginner level projects (me!). The key takeaway for me here is I can also do this if he&#39;s programming! No offence! but I felt I might lack an organized and clear mind to be a programmer and I realize I could be better than some current professional programmers (I kind of feel irritated by seeing this video first on my youtube which is so messy and is taken without any real cuts, any real plan)";1
eWRfhZUzrAc;137;omg it gets really harder to the end;0
eWRfhZUzrAc;138;"Day 1 - <a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=4786"">1:19:46</a>";0
eWRfhZUzrAc;139;why when i try to start the greetings line it faded and it gives me code unreachable (pyright extended) ?;0
eWRfhZUzrAc;140;"I&#39;m 15 minutes in and I have no idea what he&#39;s doing. He&#39;s just telling you to type stuff. This is a beginner python tutorial for people who already know coding.";2
eWRfhZUzrAc;141;which tutorial is best for intermediate to advanced level;1
eWRfhZUzrAc;142;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=12433"">03:27:13</a> starts learning blackjack game";0
eWRfhZUzrAc;143;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=14723"">4:05:23</a>";0
eWRfhZUzrAc;144;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=9970"">02:46:10</a> arguments from command line";0
eWRfhZUzrAc;145;"<a href=""https://www.youtube.com/watch?v=eWRfhZUzrAc&amp;t=7310"">2:01:50</a>";0
eWRfhZUzrAc;146;Everything is ok but suddenly he just brings in some codes like in the arguments from command line section: He just typed import argparse and later just pasted the rest of the code and did not explain it much is hard to understand as a child????;2
eWRfhZUzrAc;147;"doesn&#39;t work";0
